Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,AveraCoftwo,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
2100861,Underdoggs Sports Bar & Grill,1,Guwahati,"1st Floor, Central Mall, G.S. Road, Sree Nagar, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0,0,"North Indian, Continental",1650.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,4.4,Green,Very Good,222
311649,The Yellow Chilli,1,Noida,"2nd Floor, Dharam Palace, K Block, Near Movie Time Cinema, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32,28.57,"North Indian, Mughlai",1600.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.7,Yellow,Good,222
18370704,Marble,189,Johannesburg,"Corner Jan Smuts Avenue & Jellicoe Avenue, Rosebank, Johannesburg",Rosebank,"Rosebank, Johannesburg",28.04,26.14,"Continental, South African, Beverages, Desserts, Seafood, Grill, Ice Cream, International",955.00,Rand(R),FALSE,FALSE,FALSE,4,4.5,Dark Green,Excellent,222
17678055,Giulios Greek & Italian Restaurant,216,Valdosta,"105 E Ann St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",83.29,30.84,"Greek, Italian",40.00,Dollar($),FALSE,FALSE,FALSE,3,3.8,Yellow,Good,221
3000126,Bird On Tree,1,Coimbatore,"28, Opposite Circuit House, Behind HDFC, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.98,11.01,"Continental, Chinese, Thai, Malaysian, North Indian",1200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,3.8,Yellow,Good,221
3000996,Yari,1,Coimbatore,"69, Bharathi Park, 6th Cross, Saibaba Colony, Coimbatore",Saibaba Colony,"Saibaba Colony, Coimbatore",76.94,11.02,"North Indian, Chinese, Street Food",700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4.2,Green,Very Good,221
18418730,Mocha Bar,1,Hyderabad,"161, Road 13, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.42,17.43,"North Indian, Continental, Italian",1200.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4.2,Green,Very Good,221
3124,Mughal Mahal,1,New Delhi,"7, Sethi Bhawan, Rajendra Place, New Delhi",Rajendra Place,"Rajendra Place, New Delhi",77.18,28.64,"Mughlai, North Indian, Chinese",1100.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,3.2,Orange,Average,221
718,Americana Kitchen and Bar,1,Noida,"Ist Floor, 16, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","Centre Stage Mall, Sector 18, Noida",77.32,28.57,"American, TexMex, Italian, Mexican, North Indian",2000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,2.4,Red,Poor,221
387,Nirula's,1,Noida,"C135, Near Sector 15 Metro Station, Sector 2, Noida",Sector 2,"Sector 2, Noida",77.31,28.58,"Fast Food, North Indian, Chinese, Desserts, Ice Cream",1100.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,2.5,Orange,Average,221
3800252,Black Pepper,1,Surat,"8/9, International Business Center, Dumas Road, Piplod, Surat",Piplod,"Piplod, Surat",72.77,21.16,"North Indian, Italian",1000.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.1,Green,Very Good,221
17316201,Thai Moon Restaurant,216,Cedar Rapids/Iowa City,"4362 16th Ave SW, Cedar Rapids, IA 52404",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",91.73,41.96,"Chinese, Sushi, Thai",10.00,Dollar($),FALSE,FALSE,FALSE,1,4.2,Green,Very Good,220
17316743,Graze,216,Cedar Rapids/Iowa City,"115 East College St, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",91.53,41.66,"American, International, Sushi",40.00,Dollar($),FALSE,FALSE,FALSE,3,3.8,Yellow,Good,220
6092,Chaskaa,1,New Delhi,"Kamal Complex, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.31,28.66,"Chinese, North Indian, Italian",650.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.5,Yellow,Good,220
673,Wimpy,1,New Delhi,"31, Aurobindo Place Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2,28.55,"Fast Food, Burger",350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.6,Orange,Average,220
18082237,The Artful Baker,1,New Delhi,"Shop 13B, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.23,28.6,"Bakery, Fast Food",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4,Green,Very Good,220
3207,Buzz,1,New Delhi,"Ground Floor, MGF Metropolitan Mall, Saket, New Delhi","MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi",77.22,28.53,"North Indian, Chinese, Italian, Finger Food",2000.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,4,3.4,Orange,Average,220
300416,Prem Di Hatti,1,New Delhi,"J1/162, Opposite City Square Mall, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12,28.65,"North Indian, Street Food",200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,4,Green,Very Good,220
18255154,The Junkyard Cafe,1,New Delhi,"Plot D1, Unit 16,17, 30, 31, Ground Floor, Salcon Ras Vilas Mall, District Centre, Saket, New Delhi",Saket,"Saket, New Delhi",77.22,28.53,"North Indian, Mediterranean, Asian",1500.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.8,Yellow,Good,220
9824,Sanjha Chulha,1,Faridabad,"Booth 16, Part 2 Market, Sector 19, Faridabad",Sector 19,"Sector 19, Faridabad",77.31,28.42,"North Indian, Mughlai",700.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.3,Orange,Average,219
18245277,Instapizza,1,Gurgaon,"Unit 2A, Building 10, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.09,28.49,"Pizza, Fast Food",900.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,4,Green,Very Good,219
301562,Thai Pavilion  Vivanta By Taj,1,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon, Gurgaon",77.07,28.46,"Thai, Asian",4000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,4,Green,Very Good,219
175,McDonald's,1,New Delhi,"Shop 2, PVR Anupam Complex, Community Centre, Saket, New Delhi",PVR Anupam Complex,"PVR Anupam Complex, New Delhi",77.21,28.52,"Fast Food, Burger",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.6,Yellow,Good,219
17259166,Tsing Tsao South,216,Des Moines,"4230 Fleur Dr, Des Moines, IA 50321",Greater South Side,"Greater South Side, Des Moines",93.65,41.55,Chinese,10.00,Dollar($),FALSE,FALSE,FALSE,1,4.1,Green,Very Good,218
300100,PizzaVito,1,Gurgaon,"Ground Floor, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1,28.44,"Italian, Pizza, Lebanese",900.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,3.3,Orange,Average,218
307416,IKandy  Le Meridien Gurgaon,1,Gurgaon,"Le Meridien Gurgaon, Sector 26, Gurgaon Delhi Border, MG Road, Gurgaon","Le Meridien Gurgaon, MG Road","Le Meridien Gurgaon, MG Road, Gurgaon",77.11,28.48,Finger Food,4500.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,3.6,Yellow,Good,218
1600205,Sadhana Restaurant,1,Nashik,"Hardev Bagh, Near Someshwar, Motiwala College Road, Gangapur Road, Near Satpur, Nashik",Satpur,"Satpur, Nashik",73.72,20.02,Maharashtrian,100.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.9,Yellow,Good,218
6003,Jakoi,1,New Delhi,"1, Assam Bhavan, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.19,28.61,"Assamese, Chinese",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.5,Yellow,Good,218
6200,Essex Village Garden,1,New Delhi,"Essex Farms, 4 Aurobindo Marg, Hauz Khas, New Delhi",Essex Farms,"Essex Farms, New Delhi",77.2,28.54,"North Indian, Chinese, Continental, Seafood",1500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,3.4,Orange,Average,218
17977751,The Nest,1,New Delhi,"Qutab Golf Course, Lado Sarai, New Delhi",Lado Sarai,"Lado Sarai, New Delhi",77.19,28.53,"Continental, Italian, North Indian",2200.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,3.5,Yellow,Good,218
307746,Rollmaal,1,New Delhi,"Shop 9, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.21,28.54,"Fast Food, North Indian, Chinese",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.4,Orange,Average,218
3924,S  Radisson Blu,1,Noida,"Radisson Blu Hotel, L2, Sector 18, Noida","Radisson Blu, Sector 18, Noida","Radisson Blu, Sector 18, Noida, Noida",77.32,28.57,"Mediterranean, Continental, North Indian, Italian",3200.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,3.5,Yellow,Good,218
18396250,Huber & Holly,1,Ahmedabad,"7 B, Circle  B, Opposite Rajpath Club, Sarkhej, Gandhinagar Highway, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.51,23.04,"Ice Cream, Desserts, Continental",300.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,4.5,Dark Green,Excellent,217
310211,Chaat Chowk,1,Gurgaon,"SF44, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08,28.47,Street Food,350.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3.7,Yellow,Good,217
18265384,Zoe,1,Gurgaon,"T24, Cyber Green, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.09,28.49,"Juices, Beverages, Healthy Food",700.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,4.3,Green,Very Good,217
18296995,Homeys Cafe,1,Lucknow,"2/163, Vivek khand2, Gomti Nagar Station Road, Gomti Nagar, Lucknow",Gomti Nagar,"Gomti Nagar, Lucknow",80.99,26.86,"Cafe, Fast Food",450.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.9,Yellow,Good,217
15292,Bistro ,1,Ludhiana,"226, Civil Street, Ghumar Mandi Chowk, Civil Lines, Ludhiana",Civil Lines,"Civil Lines, Ludhiana",75.83,30.91,"Italian, Continental, North Indian, Cafe",1400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.2,Green,Very Good,217
2299,Haldiram's,1,New Delhi,"G4248, Cross River Mall, Karkardooma, New Delhi","Cross River Mall, Karkardooma","Cross River Mall, Karkardooma, New Delhi",77.3,28.66,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.5,Yellow,Good,217
3043,Shaolin,1,New Delhi,"2/30, Shivalik Geetanjali Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.21,28.53,Chinese,800.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.4,Orange,Average,217
311756,Pita Pit,1,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.22,28.53,"Healthy Food, Salad",600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.7,Yellow,Good,217
18245284, Pegs Down,1,New Delhi,"11/12/14A, Ground Floor, Southern Park Mall, District Centre, Saket, New Delhi","Southern Park Mall, Saket","Southern Park Mall, Saket, New Delhi",77.22,28.53,"Continental, Italian, North Indian",1200.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.6,Yellow,Good,217
17677988,Austins Cattle Co,216,Valdosta,"2101 W Hill Ave, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",83.32,30.82,"Burger, Seafood, Steak",40.00,Dollar($),FALSE,FALSE,FALSE,3,3.7,Yellow,Good,216
5703500,Punjab Grill,214,Abu Dhabi,"Venetian Village, Ritz Carlton Abu Dhabi, Grand Canal, Al Maqtaa, Abu Dhabi","Venetian Village, Al Maqtaa","Venetian Village, Al Maqtaa, Abu Dhabi",54.49,24.41,"Indian, North Indian",330.00,Emirati Diram(AED),TRUE,FALSE,FALSE,4,4.9,Dark Green,Excellent,216
18336489,OFF Campus,1,New Delhi,"284, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.17,28.59,"Cafe, Continental, Italian, Fast Food",800.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,3.7,Yellow,Good,216
3974,Mitra Da Dhaba,1,New Delhi,"Shop X57, West Patel Nagar, New Delhi",West Patel Nagar,"West Patel Nagar, New Delhi",77.16,28.65,North Indian,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.5,Yellow,Good,216
3800018,Pizza Hut,1,Surat,"Akash Ganga, Opposite Croma, Dumas Road, Piplod, Surat",Piplod,"Piplod, Surat",72.77,21.16,Pizza,800.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.1,Green,Very Good,216
3000016,On The Go,1,Coimbatore,"167, Race Course Road, Gopalapuram, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.98,11,"Italian, North Indian, Desserts",1500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,4,Green,Very Good,215
573,S Chinese Restaurant,1,New Delhi,"A26, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.23,28.57,"Chinese, Thai",700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.5,Yellow,Good,215
1675,Qureshi's Kabab Corner,1,New Delhi,"E27, Main Market, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.22,28.57,"North Indian, Mughlai",650.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.6,Yellow,Good,215
18372695,United Coffee House Rewind,1,Noida,"D428, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32,28.57,"North Indian, European, Asian, Mediterranean",1500.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.4,Orange,Average,215
3939,Sandwich King,1,Noida,"C20/6B, Near Stellar IT park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.36,28.61,Fast Food,500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.5,Yellow,Good,215
17334211,Kobe Hibachi & Sushi,216,Dalton,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,"Fort Oglethorpe, Dalton",85.22,34.94,"American, Japanese, Sushi",25.00,Dollar($),FALSE,FALSE,FALSE,2,4.6,Dark Green,Excellent,214
17259335,Bandit Burrito,216,Des Moines,"5340 Merle Hay Road, Johnston, IA 50131",Johnston,"Johnston, Des Moines",93.7,41.67,"Breakfast, Mexican, Southwestern",10.00,Dollar($),FALSE,FALSE,FALSE,1,4,Green,Very Good,214
18254537,Nowhere Terrace Brewpub Cafe,1,Gurgaon,"2nd Floor, Cross Point Mall, Galleria Market DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.08,28.47,"Continental, European, Asian, North Indian, Chinese, Italian",1600.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4.1,Green,Very Good,214
1400460,Cafe Palette,1,Indore,"136, Saket, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.9,22.73,"Cafe, Lebanese, Italian",800.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,3.8,Yellow,Good,214
3600013,Green Leaf,1,Mysore,"Opposite Reebok Showroom, Kalidasa Road, Vani Vilas Mohalla, Gokulam, Mysore",Gokulam,"Gokulam, Mysore",76.63,12.32,"North Indian, Chinese, South Indian",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.5,Yellow,Good,214
18375397,Big Yellow Door,1,New Delhi,"2521, 2nd Floor, Kingsway Camp, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.2,28.7,"Cafe, Fast Food, Italian",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4.3,Green,Very Good,214
307332,Wrapss,1,New Delhi,"Near City Hospital, Pusa Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.19,28.64,"Chinese, Fast Food",350.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3.5,Yellow,Good,214
1406,Mehfil Dhaba,1,New Delhi,"2, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.21,28.54,"Fast Food, North Indian",300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.4,Orange,Average,214
18268925,Instapizza,1,Noida,"Food Court, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32,28.57,"Pizza, Fast Food",900.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.7,Yellow,Good,214
18175334,TFK  The Flaming Kick,1,Noida,"1st Floor, Ansal Fortune Arcade, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32,28.57,"North Indian, Asian, Continental",2350.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,4,3.5,Yellow,Good,214
6118140,Gymkhana,215,London,"42 Albemarle Street, Mayfair, London W1S 4JH","Albemarle Street, Mayfair","Albemarle Street, Mayfair, London",0.14,51.51,"Indian, Pakistani, Curry",80.00,Pounds(e),TRUE,FALSE,FALSE,4,4.7,Dark Green,Excellent,214
17330604,Burt's Butcher Shoppe and Eatery,216,Columbus,"2932 Warm Springs Rd, Columbus, GA 31909",Columbus,"Columbus, Columbus",84.95,32.5,Steak,25.00,Dollar($),FALSE,FALSE,FALSE,2,4.3,Green,Very Good,213
303100,Wah! Amritsar,1,Gurgaon,"E21, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"DLF Phase 4, Gurgaon",77.09,28.46,"North Indian, Mughlai",750.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.6,Yellow,Good,213
900969,Barbeque Nation,1,Kochi,"6th Floor, Imperial Trade Centre, Mahatma Gandhi Road, Kacheripady, Kochi",Kacheripady,"Kacheripady, Kochi",76.28,9.98,"European, North Indian, Mediterranean, American",1500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.5,Dark Green,Excellent,213
18250020,Palomino,1,New Delhi,"11, Jagriti Enclave, Karkardooma, New Delhi",Karkardooma,"Karkardooma, New Delhi",77.31,28.65,"North Indian, Mughlai, Continental, Chinese",1600.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.7,Yellow,Good,213
1323,Bon Bon Pastry Shop,1,Noida,"F1, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32,28.57,"Bakery, Desserts, Fast Food",150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,213
7005582,Little Sister Cafe,148,Auckland,"91 Central Park Drive, Henderson, Auckland",Henderson,"Henderson, Auckland",174.64,36.86,Cafe,45.00,NewZealand($),FALSE,FALSE,FALSE,3,4.5,Dark Green,Excellent,213
6900388,Lasan Restaurant,215,Birmingham,"34 Dakota Buildings, James Street, Saint Paul's Square, Jewellery Quarter, Birmingham B3 1SD",Jewellery Quarter,"Jewellery Quarter, Birmingham",1.91,52.49,Indian,80.00,Pounds(e),FALSE,FALSE,FALSE,4,4.1,Green,Very Good,213
103065,WTF,1,Jaipur,"301, Man Upasna Mall, Chomu House, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8,26.91,"Continental, Italian, North Indian, Lebanese, Thai",1000.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4,Green,Very Good,212
307054,Dunkin' Donuts,1,New Delhi,"Priya Complex, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16,28.56,"Burger, Desserts, Fast Food",600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.7,Yellow,Good,212
4010,Bon Appetit,1,New Delhi,"14, Ground Floor, Satyam Cineplex, District Centre, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.08,28.63,Fast Food,350.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3.8,Yellow,Good,212
308212,Chalte Firte Momos & Special Foods,1,New Delhi,"G8, SGL Plaza, DC Chowk, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.13,28.72,"Chinese, Fast Food",350.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3.2,Orange,Average,212
18265411,Wow! Momo,1,Noida,"Food Court, DLF Mall of India, FC16, Plot M03, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32,28.57,"Tibetan, Chinese",350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,212
7000992,Eden Noodles Cafe i_?ie_e_e,148,Auckland,"105 Dominion Road, Mt Eden, Auckland 1024",Mt Eden,"Mt Eden, Auckland",174.75,36.87,Chinese,35.00,NewZealand($),FALSE,FALSE,FALSE,2,4.3,Green,Very Good,212
6516766,The National,189,Johannesburg,"19, 4th Avenue, Parktown North, Johannesburg",Parktown North,"Parktown North, Johannesburg",28.03,26.14,American,515.00,Rand(R),TRUE,FALSE,FALSE,4,4.2,Green,Very Good,212
6000447,Masabae? Kebapi?s?,208,Ankara,"Balgat Mahallesi, Ziyabey Caddesi, No 35, aankaya, Ankara",Balgat,"Balgat, Ankara",32.82,39.91,"Kebab, Turkish Pizza",100.00,Turkish Lira(TL),FALSE,FALSE,FALSE,3,4.2,Green,Very Good,212
6318213,Balay Dako,162,Tagaytay City,"Aguinaldo Highway, Tagaytay City",Tagaytay City,"Tagaytay City, Tagaytay City",120.95,14.1,Filipino,1200.00,Botswana Pula(P),TRUE,FALSE,FALSE,3,4.5,Dark Green,Excellent,211
257,Pizza Hut,1,New Delhi,"G5, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.15,28.69,"Italian, Pizza, Fast Food",1000.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,3.3,Orange,Average,211
591,Nathu's Sweets,1,Noida,"G63, Mansarover Shopping Complex, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32,28.57,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,2.5,Orange,Average,211
18133480,Burger King,1,Noida,"3rd Floor, The Great India Place Mall, Sector 38A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.33,28.57,"Burger, Fast Food",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.5,Yellow,Good,211
6202515,Gokul Gujarati Restaurant,166,Doha,"Opposite Masjid, Ibn Mahmoud Street, Fereej Bin Mahmoud, Doha",Fereej Bin Mahmoud,"Fereej Bin Mahmoud, Doha",51.51,25.29,Indian,50.00,Qatari Rial(QR),FALSE,FALSE,FALSE,2,4.3,Green,Very Good,211
5602751,Vadakkan Pepper,214,Sharjah,"Near New City Center Supermarket, Abu Shagara, Sharjah",Abu Shagara,"Abu Shagara, Sharjah",55.4,25.34,South Indian,70.00,Emirati Diram(AED),FALSE,TRUE,FALSE,3,3.8,Yellow,Good,210
7078,Kashmiri Kitchen,1,Gurgaon,"Near IFFCO Chowk Metro Station, Opposite Metro Pillar 141, DLF Phase 4, Gurgaon",DLF Phase 4,"DLF Phase 4, Gurgaon",77.07,28.47,Kashmiri,1000.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.4,Orange,Average,210
15497,Nik Bakers,1,Ludhiana,"SCF 4344, Kipps Market, Sarabha Nagar, Ludhiana",Sarabha Nagar,"Sarabha Nagar, Ludhiana",75.82,30.89,"Cafe, Bakery, Desserts",800.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4.2,Green,Very Good,210
4905,Kylin Skybar,1,New Delhi,"T302, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.15,28.54,"Chinese, Japanese, Thai, Malaysian, Vietnamese, Asian",2200.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,3.6,Yellow,Good,210
309475,Charcoal,1,New Delhi,"B6/5, Ground Floor, Shopping Centre, Opposite Deer Park, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.2,28.56,"European, North Indian",1300.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.7,Yellow,Good,210
1495,Kitchen Mantra,1,Noida,"Sector 93, Noida",Sector 93,"Sector 93, Noida",77.38,28.52,"North Indian, Mughlai, Chinese",550.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.6,Yellow,Good,210
17374552,Corkscrew Cafe,216,Gainesville,"51 W Main St, Dahlonega, GA 30533",Dahlonega,"Dahlonega, Gainesville",83.99,34.53,Unknown,40.00,Dollar($),FALSE,FALSE,FALSE,3,3.9,Yellow,Good,209
17678276,Cheddar's Scratch Kitchen,216,Valdosta,"270 Norman Drive, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",83.32,30.82,American,25.00,Dollar($),FALSE,FALSE,FALSE,2,3.7,Yellow,Good,209
18381226,The Grill Mill,1,Gurgaon,"Unit 1A, Ground Floor, Building 10, Tower C, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.09,28.49,"North Indian, Continental, Asian",1500.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4,Green,Very Good,209
1400169,The Creative Kitchen  Radisson Blu Hotel,1,Indore,"Radisson Blu Hotel, 12, Scheme 94C, Ring Road, Vijay Nagar, Indore","Radisson Blu Hotel, Vijay Nagar","Radisson Blu Hotel, Vijay Nagar, Indore",75.9,22.75,"North Indian, Continental, Mexican, Italian",2000.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,3.8,Yellow,Good,209
